# Logger type: CL2000
# HW rev: 8.1x
# FW rev: 5.85
# Logger ID: id0001
# Session No.: 27
# Split No.: 1
# Time: 20230627T030351
# Value separator: ";"
# Time format: 4
# Time separator: ""
# Time separator ms: ""
# Date separator: ""
# Time and date separator: ""
# Bit-rate: 500000
# Silent mode: true
# Cyclic mode: false
Timestamp;Type;ID;Length;Data
27030804604;0;110;8;06d804b001900190
27030805356;0;210;8;00c800aa00000000
27030805856;0;1d0;8;061cff7f00aa0308
27030806356;0;150;8;26162710020e021c
27030806397;0;91;8;0616008000ef0100
27030806447;0;d1;8;03cd000000000200
27030806497;0;111;8;649a8b5900000000
27030806604;0;110;8;06d804b001900190
27030808604;0;110;8;06d804b001900190
27030810604;0;110;8;06d804b001900190
27030812605;0;110;8;06d804b001900190
27030814605;0;110;8;06d804b001900190
27030814857;0;190;8;000000150000000e
27030815357;0;210;8;00c800aa00000000
27030815857;0;1d0;8;061cff7e00aa0308
27030816357;0;150;8;260c2710020d021c
27030816397;0;91;8;0616008000f00100
27030816447;0;d1;8;03cb000000000200
27030816497;0;111;8;649a8b6300000000
27030816605;0;110;8;06d804b001900190
27030818605;0;110;8;06d804b001900190
27030820605;0;110;8;06d804b001900190
27030822607;0;110;8;06d804b001900190
27030824607;0;110;8;06d804b001900190
27030825355;0;210;8;00c800aa00000000
27030825855;0;1d0;8;061cff8000aa0308
27030826355;0;150;8;260c2710020d021c
27030826397;0;91;8;0616008000f10100
27030826447;0;d1;8;03cb000000000200
27030826497;0;111;8;649a8b6d00000000
27030826607;0;110;8;06d804b001900190
27030828607;0;110;8;06d804b001900190
27030830607;0;110;8;06d804b001900190
27030832608;0;110;8;06d804b001900190
27030834608;0;110;8;06d804b001900190
27030835356;0;210;8;00c800aa00000000
27030835856;0;1d0;8;061cff7e00aa0308
27030836356;0;150;8;26022710020d021c
27030836397;0;91;8;0616008000f10100
27030836447;0;d1;8;03cb000000000200
27030836497;0;111;8;649a8b7700000000
27030836608;0;110;8;06d804b001900190
27030838608;0;110;8;06d804b001900190
27030840608;0;110;8;06d804b001900190
27030842607;0;110;8;06d804b001900190
27030844607;0;110;8;06d804b001900190
27030845355;0;210;8;00c800aa00000000
27030845855;0;1d0;8;061cff8100aa0308
27030846355;0;150;8;25f82710020c021c
27030846398;0;91;8;0616008000f20100
27030846448;0;d1;8;03ca000000000200
27030846498;0;111;8;649a8b8100000000
27030846607;0;110;8;06d804b001900190
27030848607;0;110;8;06d804b001900190
27030850607;0;110;8;06d804b001900190
27030852608;0;110;8;06d804b001900190
27030854608;0;110;8;06d804b001900190
27030855356;0;210;8;00c800aa00000000
27030855856;0;1d0;8;061cff8100aa0308
27030856356;0;150;8;25f82710020c021c
27030856397;0;91;8;0616008000f30100
27030856447;0;d1;8;03c8000000000200
27030856497;0;111;8;649a8b8b00000000
27030856608;0;110;8;06d804b001900190
27030858609;0;110;8;06d804b001900190
27030900609;0;110;8;06d804b001900190
27030902610;0;110;8;06d804b001900190
27030904606;0;110;8;06d804b001900190
27030905358;0;210;8;00c800aa00000000
27030905858;0;1d0;8;061cff8000aa0308
27030906358;0;150;8;25ee2710020c021c
27030906397;0;91;8;0616008000f40100
27030906447;0;d1;8;03c7000000000200
27030906497;0;111;8;649a8b9500000000
27030906606;0;110;8;06d804b001900190
27030908606;0;110;8;06d804b001900190
27030910606;0;110;8;06d804b001900190
27030912606;0;110;8;06d804b001900190
27030914607;0;110;8;06d804b001900190
27030914859;0;190;8;000000150000000e
27030915359;0;210;8;00c800aa00000000
27030915859;0;1d0;8;061cff8100aa0308
27030916359;0;150;8;25ee2710020c021c
27030916397;0;91;8;0615008000f40100
27030916447;0;d1;8;03c7000000000200
27030916497;0;111;8;649a8b9f00000000
27030916607;0;110;8;06d804b001900190
27030918607;0;110;8;06d804b001900190
27030920607;0;110;8;06d804b001900190
27030922607;0;110;8;06d804b001900190
27030924608;0;110;8;06d804b001900190
27030925356;0;210;8;00c800aa00000000
27030925856;0;1d0;8;061cff7f00aa0308
27030926356;0;150;8;25e42710020b021c
27030926398;0;91;8;0616008000f50100
27030926448;0;d1;8;03c6000000000200
27030926498;0;111;8;649a8ba900000000
27030926608;0;110;8;06d804b001900190
27030928608;0;110;8;06d804b001900190
27030930608;0;110;8;06d804b001900190
27030932608;0;110;8;06d804b001900190
27030934610;0;110;8;06d804b001900190
27030935358;0;210;8;00c800aa00000000
27030935858;0;1d0;8;061cff7f00aa0308
27030936358;0;150;8;25da2710020b021c
27030936398;0;91;8;0615008000f60100
27030936448;0;d1;8;03c6000000000200
27030936498;0;111;8;649a8bb300000000
27030936610;0;110;8;06d804b001900190
27030938610;0;110;8;06d804b001900190
27030940610;0;110;8;06d804b001900190
27030942610;0;110;8;06d804b001900190
27030944607;0;110;8;06d804b001900190
27030945359;0;210;8;00c800aa00000000
27030945859;0;1d0;8;061cff8000aa0308
27030946359;0;150;8;25da2710020b021c
27030946398;0;91;8;0616008000f70100
27030946448;0;d1;8;03c5000000000200
27030946498;0;111;8;649a8bbd00000000
27030946607;0;110;8;06d804b001900190
27030948607;0;110;8;06d804b001900190
27030950607;0;110;8;06d804b001900190
27030952607;0;110;8;06d804b001900190
27030954608;0;110;8;06d804b001900190
27030955360;0;210;8;00c800aa00000000
27030955860;0;1d0;8;061cff7f00aa0308
27030956360;0;150;8;25d02710020a021c
27030956398;0;91;8;0615008000f70100
27030956448;0;d1;8;03c5000000000200
27030956498;0;111;8;649a8bc700000000
27030956608;0;110;8;06d804b001900190
27030958608;0;110;8;06d804b001900190
27031000608;0;110;8;06d804b001900190
27031002608;0;110;8;06d804b001900190
27031004609;0;110;8;06d804b001900190
27031005357;0;210;8;00c800aa00000000
27031005857;0;1d0;8;061cff8100aa0308
27031006357;0;150;8;25c62710020a021c
27031006398;0;91;8;0616008000f80100
27031006448;0;d1;8;03c4000000000200
27031006498;0;111;8;649a8bd100000000
27031006609;0;110;8;06d804b001900190
27031008609;0;110;8;06d804b001900190
27031010609;0;110;8;06d804b001900190
27031012610;0;110;8;06d804b001900190
27031014609;0;110;8;06d804b001900190
27031014861;0;190;8;000000150000000e
27031015361;0;210;8;00c800aa00000000
27031015861;0;1d0;8;061bff7f00aa0308
27031016361;0;150;8;25c62710020a021c
27031016398;0;91;8;0616008000f80100
27031016448;0;d1;8;03c3000000000200
27031016498;0;111;8;649a8bdb00000000
27031016609;0;110;8;06d804b001900190
27031018609;0;110;8;06d804b001900190
27031020609;0;110;8;06d804b001900190
27031022609;0;110;8;06d804b001900190
27031024608;0;110;8;06d804b001900190
27031025360;0;210;8;00c800aa00000000
27031025860;0;1d0;8;061cff8200aa0308
27031026360;0;150;8;25bc27100209021c
27031026399;0;91;8;0615008000f90100
27031026449;0;d1;8;03c2000000000200
27031026499;0;111;8;649a8be500000000
27031026608;0;110;8;06d804b001900190
27031028608;0;110;8;06d804b001900190
27031030608;0;110;8;06d804b001900190
27031032608;0;110;8;06d804b001900190
27031034609;0;110;8;06d804b001900190
27031035361;0;210;8;00c800aa00000000
27031035861;0;1d0;8;061bff7f00aa0308
27031036357;0;150;8;25b227100209021c
27031036398;0;91;8;0615008000fa0100
27031036448;0;d1;8;03c2000000000200
27031036498;0;111;8;649a8bef00000000
27031036609;0;110;8;06d804b001900190
27031038609;0;110;8;06d804b001900190
27031040609;0;110;8;06d804b001900190
27031042609;0;110;8;06d804b001900190
27031044608;0;110;8;06d804b001900190
27031045360;0;210;8;00c800aa00000000
27031045860;0;1d0;8;061cff8000aa0308
27031046360;0;150;8;25b227100209021c
27031046399;0;91;8;0615008000fa0100
27031046449;0;d1;8;03c1000000000200
27031046499;0;111;8;649a8bf900000000
27031046608;0;110;8;06d804b001900190
27031048609;0;110;8;06d804b001900190
27031050609;0;110;8;06d804b001900190
27031052609;0;110;8;06d804b001900190
27031054612;0;110;8;06d804b001900190
27031055360;0;210;8;00c800aa00000000
27031055860;0;1d0;8;061bff7e00aa0308
27031056360;0;150;8;25a827100208021c
27031056399;0;91;8;0615008000fb0100
27031056449;0;d1;8;03c0000000000200
27031056499;0;111;8;649a8c0300000000
27031056612;0;110;8;06d804b001900190
27031058612;0;110;8;06d804b001900190
27031100612;0;110;8;06d804b001900190
27031102612;0;110;8;06d804b001900190
27031104612;0;110;8;06d804b001900190
27031105361;0;210;8;00c800aa00000000
27031105861;0;1d0;8;061bff7c00aa0308
27031106361;0;150;8;259e27100208021c
27031106399;0;91;8;0615008000fc0100
27031106449;0;d1;8;03c0000000000200
27031106499;0;111;8;649a8c0d00000000
27031106609;0;110;8;06d804b001900190
27031108609;0;110;8;06d804b001900190
27031110609;0;110;8;06d804b001900190
27031112609;0;110;8;06d804b001900190
27031114609;0;110;8;06d804b001900190
27031114862;0;190;8;000000150000000e
27031115362;0;210;8;00c800aa00000000
27031115862;0;1d0;8;061bff8000aa0308
27031116362;0;150;8;259e27100208021c
27031116399;0;91;8;0615008000fc0100
27031116449;0;d1;8;03be000000000200
27031116499;0;111;8;649a8c1700000000
27031116610;0;110;8;06d804b001900190
27031118610;0;110;8;06d804b001900190
27031120610;0;110;8;06d804b001900190
27031122610;0;110;8;06d804b001900190
27031124610;0;110;8;06d804b001900190
27031125359;0;210;8;00c800aa00000000
27031125860;0;1d0;8;061bff7f00aa0308
27031126360;0;150;8;259427100207021c
27031126399;0;91;8;0615008000fd0100
27031126449;0;d1;8;03be000000000200
27031126499;0;111;8;649a8c2100000000
27031126612;0;110;8;06d804b001900190
27031128612;0;110;8;06d804b001900190
27031130612;0;110;8;06d804b001900190
27031132612;0;110;8;06d804b001900190
27031134612;0;110;8;06d804b001900190
27031135361;0;210;8;00c800aa00000000
27031135861;0;1d0;8;061bff8100aa0308
27031136361;0;150;8;258a27100206021c
27031136400;0;91;8;0615008000fd0100
27031136450;0;d1;8;03bd000000000200
27031136500;0;111;8;649a8c2b00000000
27031136613;0;110;8;06d804b001900190
27031138613;0;110;8;06d804b001900190
27031140613;0;110;8;06d804b001900190
27031142613;0;110;8;06d804b001900190
27031144613;0;110;8;06d804b001900190
27031145362;0;210;8;00c800aa00000000
27031145862;0;1d0;8;061bff7d00aa0308
27031146362;0;150;8;258a27100206021c
27031146399;0;91;8;0615008000fe0100
27031146449;0;d1;8;03bc000000000200
27031146499;0;111;8;649a8c3500000000
27031146610;0;110;8;06d804b001900190
27031148610;0;110;8;06d804b001900190
27031150610;0;110;8;06d804b001900190
27031152610;0;110;8;06d804b001900190
27031154610;0;110;8;06d804b001900190
27031155362;0;210;8;00c800aa00000000
27031155863;0;1d0;8;061bff8000aa0308
27031156363;0;150;8;258027100206021c
27031156399;0;91;8;0615008000fe0100
27031156449;0;d1;8;03bc000000000200
27031156499;0;111;8;649a8c3f00000000
27031156611;0;110;8;06d804b001900190
27031158611;0;110;8;06d804b001900190
27031200611;0;110;8;06d804b001900190
27031202611;0;110;8;06d804b001900190
27031204612;0;110;8;06d804b001900190
27031205364;0;210;8;00c800aa00000000
27031205861;0;1d0;8;061bff7f00aa0308
27031206361;0;150;8;257627100205021c
27031206400;0;91;8;0615008000ff0100
27031206450;0;d1;8;03bb000000000200
27031206500;0;111;8;649a8c4900000000
27031206613;0;110;8;06d804b001900190
27031208613;0;110;8;06d804b001900190
27031210613;0;110;8;06d804b001900190
27031212613;0;110;8;06d804b001900190
27031214613;0;110;8;06d804b001900190
27031214861;0;190;8;000000150000000e
27031215361;0;210;8;00c800aa00000000
27031215862;0;1d0;8;061bff7f00aa0308
27031216362;0;150;8;257627100205021c
27031216399;0;91;8;0615008000ff0100
27031216450;0;d1;8;03ba000000000200
27031216500;0;111;8;649a8c5300000000
27031216614;0;110;8;06d804b001900190
27031218614;0;110;8;06d804b001900190
27031220614;0;110;8;06d804b001900190
27031222614;0;110;8;06d804b001900190
27031224614;0;110;8;06d804b001900190
27031225362;0;210;8;00c800aa00000000
27031225862;0;1d0;8;061bff8000aa0308
27031226361;0;150;8;256c27100205021c
27031226400;0;91;8;0615008001000100
27031226450;0;d1;8;03ba000000000200
27031226500;0;111;8;649a8c5d00000000
27031226613;0;110;8;06d804b001900190
27031228613;0;110;8;06d804b001900190
27031230613;0;110;8;06d804b001900190
27031232613;0;110;8;06d804b001900190
27031234613;0;110;8;06d804b001900190
27031235361;0;210;8;00c800aa00000000
27031235861;0;1d0;8;061bff7e00aa0308
27031236362;0;150;8;256227100204021c
27031236400;0;91;8;0615008001000100
27031236450;0;d1;8;03b9000000000200
27031236500;0;111;8;649a8c6700000000
27031236614;0;110;8;06d804b001900190
27031238614;0;110;8;06d804b001900190
27031240615;0;110;8;06d804b001900190
27031242615;0;110;8;06d804b001900190
27031244615;0;110;8;06d804b001900190
27031245363;0;210;8;00c800aa00000000
27031245863;0;1d0;8;061bff8000aa0308
27031246368;0;150;8;256227100204021c
27031246400;0;91;8;0615008001010100
27031246450;0;d1;8;03b8000000000200
27031246500;0;111;8;649a8c7100000000
27031246616;0;110;8;06d804b001900190
27031248616;0;110;8;06d804b001900190
27031250616;0;110;8;06d804b001900190
27031252616;0;110;8;06d804b001900190
27031254616;0;110;8;06d804b001900190
27031255368;0;210;8;00c800aa00000000
27031255868;0;1d0;8;061bff7f00aa0308
27031256364;0;150;8;255827100204021c
27031256400;0;91;8;0615008001010100
27031256450;0;d1;8;03b8000000000200
27031256500;0;111;8;649a8c7b00000000
27031256617;0;110;8;06d804b001900190
27031258617;0;110;8;06d804b001900190
27031300617;0;110;8;06d804b001900190
27031302617;0;110;8;06d804b001900190
27031304617;0;110;8;06d804b001900190
27031305365;0;210;8;00c800aa00000000
27031305865;0;1d0;8;061bff7f00aa0308
27031306365;0;150;8;254e27100203021c
27031306400;0;91;8;0615008001020100
27031306450;0;d1;8;03b7000000000200
27031306500;0;111;8;649a8c8500000000
27031306617;0;110;8;06d804b001900190
27031308618;0;110;8;06d804b001900190
27031310618;0;110;8;06d804b001900190
27031312618;0;110;8;06d804b001900190
27031314618;0;110;8;06d804b001900190
27031314867;0;190;8;000000150000000e
27031315367;0;210;8;00c800aa00000000
27031315867;0;1d0;8;061bff8100aa0308
27031316367;0;150;8;254e27100203021c
27031316400;0;91;8;0615008001020100
27031316450;0;d1;8;03b6000000000200
27031316500;0;111;8;649a8c8f00000000
27031316619;0;110;8;06d804b001900190
27031318616;0;110;8;06d804b001900190
27031320616;0;110;8;06d804b001900190
27031322616;0;110;8;06d804b001900190
27031324616;0;110;8;06d804b001900190
27031325368;0;210;8;00c800aa00000000
27031325868;0;1d0;8;061bff7f00aa0308
27031326368;0;150;8;254427100203021c
27031326400;0;91;8;0615008001030100
27031326450;0;d1;8;03b6000000000200
27031326500;0;111;8;649a8c9900000000
27031326616;0;110;8;06d804b001900190
27031328617;0;110;8;06d804b001900190
27031330617;0;110;8;06d804b001900190
27031332617;0;110;8;06d804b001900190
27031334617;0;110;8;06d804b001900190
27031335369;0;210;8;00c800aa00000000
27031335869;0;1d0;8;061bff8100aa0308
27031336369;0;150;8;253a27100202021c
27031336400;0;91;8;0615008001030100
27031336450;0;d1;8;03b3000000000200
27031336500;0;111;8;649a8ca300000000
27031336617;0;110;8;06d804b001900190
27031338618;0;110;8;06d804b001900190
27031340618;0;110;8;06d804b001900190
27031342618;0;110;8;06d804b001900190
27031344618;0;110;8;06d804b001900190
27031345366;0;210;8;00c800aa00000000
27031345866;0;1d0;8;061bff8000aa0308
27031346366;0;150;8;253a27100202021c
27031346401;0;91;8;0615008001040100
27031346451;0;d1;8;03b3000000000200
27031346501;0;111;8;649a8cad00000000
27031346618;0;110;8;06d804b001900190
27031348617;0;110;8;06d804b001900190
27031350617;0;110;8;06d804b001900190
27031352618;0;110;8;06d804b001900190
27031354618;0;110;8;06d804b001900190
27031355370;0;210;8;00c800aa00000000
27031355870;0;1d0;8;061bff8000aa0308
27031356370;0;150;8;253027100202021c
27031356401;0;91;8;0615008001040100
27031356451;0;d1;8;03b2000000000200
27031356501;0;111;8;649a8cb700000000
27031356618;0;110;8;06d804b001900190
27031358617;0;110;8;06d804b001900190
27031400617;0;110;8;06d804b001900190
27031402617;0;110;8;06d804b001900190
27031404617;0;110;8;06d804b001900190
27031405369;0;210;8;00c800aa00000000
27031405869;0;1d0;8;061bff8000aa0308
27031406369;0;150;8;252627100201021c
27031406401;0;91;8;0615008001050100
27031406451;0;d1;8;03b2000000000200
27031406501;0;111;8;649a8cc100000000
27031406617;0;110;8;06d804b001900190
27031408618;0;110;8;06d804b001900190
27031410618;0;110;8;06d804b001900190
27031412618;0;110;8;06d804b001900190
27031414618;0;110;8;06d804b001900190
27031414870;0;190;8;000000150000000e
27031415370;0;210;8;00c800aa00000000
27031415866;0;1d0;8;061bff8100aa0308
27031416370;0;150;8;252627100201021c
27031416401;0;91;8;0615008001050100
27031416451;0;d1;8;03b1000000000200
27031416501;0;111;8;649a8ccb00000000
27031416618;0;110;8;06d804b001900190
27031418619;0;110;8;06d804b001900190
27031420619;0;110;8;06d804b001900190
27031422619;0;110;8;06d804b001900190
